DATE,CITY,ENERGY_GENERATED,DATA_TYPE
2018-11-01,Chennai,299.26,Actual
2018-11-01,Chennai,299.26,Forecast
2018-12-01,Chennai,290.54,Actual
2018-12-01,Chennai,290.54,Forecast
2019-01-01,Chennai,325.82,Actual
2019-01-01,Chennai,325.82,Forecast
2019-02-01,Chennai,363.065,Actual
2019-02-01,Chennai,363.065,Forecast
2019-03-01,Chennai,410.385,Actual
2019-03-01,Chennai,410.385,Forecast
2019-04-01,Chennai,411.01,Actual
2019-04-01,Chennai,411.01,Forecast
2019-05-01,Chennai,386.99000000000007,Actual
2019-05-01,Chennai,386.99000000000007,Forecast
2019-06-01,Chennai,354.525,Actual
2019-06-01,Chennai,354.525,Forecast
2019-07-01,Chennai,313.51,Actual
2019-07-01,Chennai,313.51,Forecast
2019-08-01,Chennai,330.48,Actual
2019-08-01,Chennai,330.48,Forecast
2019-09-01,Chennai,320.875,Actual
2019-09-01,Chennai,320.875,Forecast
2019-10-01,Chennai,291.92,Actual
2019-10-01,Chennai,291.92,Forecast
2019-11-01,Chennai,296.785,Actual
2019-11-01,Chennai,296.785,Forecast
2019-12-01,Chennai,292.97,Actual
2019-12-01,Chennai,292.97,Forecast
2020-01-01,Chennai,318.46000000000004,Actual
2020-01-01,Chennai,318.46000000000004,Forecast
2020-02-01,Chennai,365.025,Actual
2020-02-01,Chennai,365.025,Forecast
2020-03-01,Chennai,399.19,Actual
2020-03-01,Chennai,399.19,Forecast
2020-04-01,Chennai,394.445,Actual
2020-04-01,Chennai,394.445,Forecast
2020-05-01,Chennai,387.225,Actual
2020-05-01,Chennai,387.225,Forecast
2020-06-01,Chennai,341.52,Actual
2020-06-01,Chennai,341.52,Forecast
2020-07-01,Chennai,311.46500000000003,Actual
2020-07-01,Chennai,311.46500000000003,Forecast
2020-08-01,Chennai,272.8,Actual
2020-08-01,Chennai,272.8,Forecast
2020-09-01,Chennai,284.365,Actual
2020-09-01,Chennai,284.365,Forecast
2020-10-01,Chennai,269.37,Actual
2020-10-01,Chennai,269.37,Forecast
2020-11-01,Chennai,292.675,Actual
2020-11-01,Chennai,292.675,Forecast
2020-12-01,Chennai,288.04,Actual
2020-12-01,Chennai,288.04,Forecast
2021-01-01,Chennai,293.76000000000005,Actual
2021-01-01,Chennai,293.76000000000005,Forecast
2021-02-01,Chennai,357.29,Actual
2021-02-01,Chennai,357.29,Forecast
2021-03-01,Chennai,376.555,Actual
2021-03-01,Chennai,376.555,Forecast
2021-04-01,Chennai,385.605,Actual
2021-04-01,Chennai,385.605,Forecast
2021-05-01,Chennai,379.68,Actual
2021-05-01,Chennai,379.68,Forecast
2021-06-01,Chennai,352.605,Actual
2021-06-01,Chennai,352.605,Forecast
2021-07-01,Chennai,331.79,Actual
2021-07-01,Chennai,331.79,Forecast
2021-08-01,Chennai,320.875,Actual
2021-08-01,Chennai,320.875,Forecast
2021-09-01,Chennai,302.69,Actual
2021-09-01,Chennai,302.69,Forecast
2021-10-01,Chennai,292.67,Actual
2021-10-01,Chennai,292.67,Forecast
2021-11-01,Chennai,235.45,Actual
2021-11-01,Chennai,235.45,Forecast
2021-12-01,Chennai,303.65,Actual
2021-12-01,Chennai,303.65,Forecast
2022-01-01,Chennai,309.34000000000003,Actual
2022-01-01,Chennai,309.34000000000003,Forecast
2022-02-01,Chennai,355.17,Actual
2022-02-01,Chennai,355.17,Forecast
2022-03-01,Chennai,371.775,Actual
2022-03-01,Chennai,371.775,Forecast
2022-04-01,Chennai,400.58,Actual
2022-04-01,Chennai,400.58,Forecast
2022-05-01,Chennai,351.105,Actual
2022-05-01,Chennai,351.105,Forecast
2022-06-01,Chennai,343.3299999999999,Actual
2022-06-01,Chennai,343.3299999999999,Forecast
2022-07-01,Chennai,317.89,Actual
2022-07-01,Chennai,317.89,Forecast
2022-08-01,Chennai,319.95,Actual
2022-08-01,Chennai,319.95,Forecast
2022-09-01,Chennai,303.21,Actual
2022-09-01,Chennai,303.21,Forecast
2022-10-01,Chennai,290.96,Actual
2022-10-01,Chennai,290.96,Forecast
2022-11-01,Chennai,267.11,Actual
2022-11-01,Chennai,267.11,Forecast
2022-12-01,Chennai,286.61,Actual
2022-12-01,Chennai,286.61,Forecast
2023-01-01,Chennai,319.195,Actual
2023-01-01,Chennai,319.195,Forecast
2023-02-01,Chennai,344.00999999999993,Actual
2023-02-01,Chennai,344.00999999999993,Forecast
2023-03-01,Chennai,375.65,Actual
2023-03-01,Chennai,375.65,Forecast
2023-04-01,Chennai,404.1950000000001,Actual
2023-04-01,Chennai,404.1950000000001,Forecast
2023-05-01,Chennai,349.65,Actual
2023-05-01,Chennai,349.65,Forecast
2023-06-01,Chennai,338.81,Actual
2023-06-01,Chennai,338.81,Forecast
2023-07-01,Chennai,306.62,Actual
2023-07-01,Chennai,306.62,Forecast
2023-08-01,Chennai,334.81999999999994,Actual
2023-08-01,Chennai,334.81999999999994,Forecast
2023-09-01,Chennai,330.61,Actual
2023-09-01,Chennai,330.61,Forecast
2023-10-01,Chennai,312.625,Actual
2023-10-01,Chennai,312.625,Forecast
2023-11-01,Chennai,253.29,Actual
2023-11-01,Chennai,253.29,Forecast
2023-12-01,Chennai,295.13,Actual
2023-12-01,Chennai,295.13,Forecast
2024-01-01,Chennai,303.125,Actual
2024-01-01,Chennai,303.125,Forecast
2024-02-01,Chennai,357.08500000000004,Actual
2024-02-01,Chennai,357.08500000000004,Forecast
2024-03-01,Chennai,388.77,Actual
2024-03-01,Chennai,388.77,Forecast
2024-04-01,Chennai,421.28,Actual
2024-04-01,Chennai,421.28,Forecast
2024-05-01,Chennai,361.835,Actual
2024-05-01,Chennai,361.835,Forecast
2024-06-01,Chennai,331.82500000000005,Actual
2024-06-01,Chennai,331.82500000000005,Forecast
2024-07-01,Chennai,315.43,Actual
2024-07-01,Chennai,315.43,Forecast
2024-08-01,Chennai,319.95,Actual
2024-08-01,Chennai,319.95,Forecast
2024-09-01,Chennai,300.1,Actual
2024-09-01,Chennai,300.1,Forecast
2024-10-01,Chennai,288.75,Actual
2024-10-01,Chennai,288.75,Forecast
2024-11-01,Chennai,292.07,Actual
2024-11-01,Chennai,292.07,Forecast
2024-12-01,Chennai,278.235,Actual
2024-12-01,Chennai,278.235,Forecast
2025-01-01,Chennai,276.69226250000014,Forecast
2025-02-01,Chennai,276.32645,Forecast
2025-03-01,Chennai,276.4664874999998,Forecast
2025-04-01,Chennai,276.41828749999985,Forecast
2025-05-01,Chennai,276.41828749999985,Forecast
2025-06-01,Chennai,276.41828749999985,Forecast
2025-07-01,Chennai,276.41828749999985,Forecast
2025-08-01,Chennai,276.41828749999985,Forecast
2025-09-01,Chennai,276.41828749999985,Forecast
2025-10-01,Chennai,276.4182874999998,Forecast
2025-11-01,Chennai,276.41828749999985,Forecast
2025-12-01,Chennai,276.41828749999985,Forecast
2026-01-01,Chennai,276.41828749999985,Forecast
2026-02-01,Chennai,276.4182874999998,Forecast
2026-03-01,Chennai,276.41828749999985,Forecast
2026-04-01,Chennai,276.41828749999985,Forecast
2026-05-01,Chennai,276.41828749999985,Forecast
2026-06-01,Chennai,276.41828749999985,Forecast
2026-07-01,Chennai,276.41828749999985,Forecast
2026-08-01,Chennai,276.41828749999985,Forecast
2026-09-01,Chennai,276.41828749999985,Forecast
2026-10-01,Chennai,276.41828749999985,Forecast
2026-11-01,Chennai,276.41828749999985,Forecast
2026-12-01,Chennai,276.41828749999985,Forecast
2027-01-01,Chennai,276.41828749999985,Forecast
2027-02-01,Chennai,276.41828749999985,Forecast
2027-03-01,Chennai,276.41828749999985,Forecast
2027-04-01,Chennai,276.41828749999985,Forecast
2027-05-01,Chennai,276.41828749999985,Forecast
2027-06-01,Chennai,276.41828749999985,Forecast
2027-07-01,Chennai,276.41828749999985,Forecast
2027-08-01,Chennai,276.41828749999985,Forecast
2027-09-01,Chennai,276.41828749999985,Forecast
2027-10-01,Chennai,276.41828749999985,Forecast
2027-11-01,Chennai,276.4182874999998,Forecast
2027-12-01,Chennai,276.41828749999985,Forecast
2028-01-01,Chennai,276.4182874999998,Forecast
2028-02-01,Chennai,276.41828749999985,Forecast
2028-03-01,Chennai,276.4182874999999,Forecast
2028-04-01,Chennai,276.41828749999985,Forecast
2028-05-01,Chennai,276.41828749999985,Forecast
2028-06-01,Chennai,276.41828749999985,Forecast
2028-07-01,Chennai,276.4182874999998,Forecast
2028-08-01,Chennai,276.41828749999985,Forecast
2028-09-01,Chennai,276.41828749999985,Forecast
2028-10-01,Chennai,276.41828749999985,Forecast
2028-11-01,Chennai,276.41828749999985,Forecast
2028-12-01,Chennai,276.41828749999985,Forecast
2029-01-01,Chennai,276.41828749999985,Forecast
2029-02-01,Chennai,276.4182874999998,Forecast
2029-03-01,Chennai,276.41828749999985,Forecast
2029-04-01,Chennai,276.41828749999985,Forecast
2029-05-01,Chennai,276.4182874999998,Forecast
2029-06-01,Chennai,276.41828749999985,Forecast
2029-07-01,Chennai,276.4182874999998,Forecast
2029-08-01,Chennai,276.41828749999985,Forecast
2029-09-01,Chennai,276.41828749999985,Forecast
2029-10-01,Chennai,276.41828749999985,Forecast
2029-11-01,Chennai,276.41828749999985,Forecast
2029-12-01,Chennai,276.41828749999985,Forecast
2030-01-01,Chennai,276.4182874999998,Forecast
2030-02-01,Chennai,276.41828749999985,Forecast
2030-03-01,Chennai,276.41828749999985,Forecast
2030-04-01,Chennai,276.4182874999998,Forecast
2030-05-01,Chennai,276.41828749999985,Forecast
2030-06-01,Chennai,276.41828749999985,Forecast
2030-07-01,Chennai,276.41828749999985,Forecast
2030-08-01,Chennai,276.41828749999985,Forecast
2030-09-01,Chennai,276.41828749999985,Forecast
2030-10-01,Chennai,276.41828749999985,Forecast
2030-11-01,Chennai,276.41828749999985,Forecast
2030-12-01,Chennai,276.41828749999985,Forecast
2031-01-01,Chennai,276.41828749999985,Forecast
2031-02-01,Chennai,276.41828749999985,Forecast
2031-03-01,Chennai,276.41828749999985,Forecast
2031-04-01,Chennai,276.41828749999985,Forecast
2031-05-01,Chennai,276.41828749999985,Forecast
2031-06-01,Chennai,276.41828749999985,Forecast
2031-07-01,Chennai,276.41828749999985,Forecast
2031-08-01,Chennai,276.41828749999985,Forecast
2031-09-01,Chennai,276.41828749999985,Forecast
2031-10-01,Chennai,276.41828749999985,Forecast
2031-11-01,Chennai,276.41828749999985,Forecast
2031-12-01,Chennai,276.41828749999985,Forecast
2032-01-01,Chennai,276.41828749999985,Forecast
2032-02-01,Chennai,276.41828749999985,Forecast
2032-03-01,Chennai,276.41828749999985,Forecast
2032-04-01,Chennai,276.41828749999985,Forecast
2032-05-01,Chennai,276.41828749999985,Forecast
2032-06-01,Chennai,276.4182874999998,Forecast
2032-07-01,Chennai,276.41828749999985,Forecast
2032-08-01,Chennai,276.41828749999985,Forecast
2032-09-01,Chennai,276.41828749999985,Forecast
2032-10-01,Chennai,276.41828749999985,Forecast
2032-11-01,Chennai,276.41828749999985,Forecast
2032-12-01,Chennai,276.41828749999985,Forecast
2033-01-01,Chennai,276.41828749999985,Forecast
2033-02-01,Chennai,276.41828749999985,Forecast
2033-03-01,Chennai,276.41828749999985,Forecast
2033-04-01,Chennai,276.41828749999985,Forecast
2033-05-01,Chennai,276.41828749999985,Forecast
2033-06-01,Chennai,276.4182874999998,Forecast
2033-07-01,Chennai,276.41828749999985,Forecast
2033-08-01,Chennai,276.41828749999985,Forecast
2033-09-01,Chennai,276.41828749999985,Forecast
2033-10-01,Chennai,276.41828749999985,Forecast
2033-11-01,Chennai,276.41828749999985,Forecast
2033-12-01,Chennai,276.41828749999985,Forecast
2034-01-01,Chennai,276.41828749999985,Forecast
2034-02-01,Chennai,276.41828749999985,Forecast
2034-03-01,Chennai,276.41828749999985,Forecast
2034-04-01,Chennai,276.41828749999985,Forecast
2034-05-01,Chennai,276.41828749999985,Forecast
2034-06-01,Chennai,276.41828749999985,Forecast
2034-07-01,Chennai,276.41828749999985,Forecast
2034-08-01,Chennai,276.41828749999985,Forecast
2034-09-01,Chennai,276.41828749999985,Forecast
2034-10-01,Chennai,276.41828749999985,Forecast
2034-11-01,Chennai,276.41828749999985,Forecast
2034-12-01,Chennai,276.41828749999985,Forecast
2015-01-01,Delhi,183.705,Actual
2015-02-01,Delhi,273.735,Actual
2015-03-01,Delhi,320.87,Actual
2015-04-01,Delhi,370.88,Actual
2015-05-01,Delhi,427.22,Actual
2015-06-01,Delhi,370.985,Actual
2015-07-01,Delhi,309.91,Actual
2015-08-01,Delhi,303.61,Actual
2015-09-01,Delhi,349.34,Actual
2015-10-01,Delhi,287.81,Actual
2015-11-01,Delhi,217.795,Actual
2015-12-01,Delhi,212.05,Actual
2016-01-01,Delhi,194.11,Actual
2016-01-01,Delhi,194.11,Forecast
2016-02-01,Delhi,271.515,Actual
2016-02-01,Delhi,271.515,Forecast
2016-03-01,Delhi,335.74999999999994,Actual
2016-03-01,Delhi,335.74999999999994,Forecast
2016-04-01,Delhi,408.39,Actual
2016-04-01,Delhi,408.39,Forecast
2016-05-01,Delhi,386.54,Actual
2016-05-01,Delhi,386.54,Forecast
2016-06-01,Delhi,359.05,Actual
2016-06-01,Delhi,359.05,Forecast
2016-07-01,Delhi,261.445,Actual
2016-07-01,Delhi,261.445,Forecast
2016-08-01,Delhi,292.65,Actual
2016-08-01,Delhi,292.65,Forecast
2016-09-01,Delhi,314.72,Actual
2016-09-01,Delhi,314.72,Forecast
2016-10-01,Delhi,283.40500000000003,Actual
2016-10-01,Delhi,283.40500000000003,Forecast
2016-11-01,Delhi,246.75,Actual
2016-11-01,Delhi,246.75,Forecast
2016-12-01,Delhi,213.175,Actual
2016-12-01,Delhi,213.175,Forecast
2017-01-01,Delhi,217.81,Actual
2017-01-01,Delhi,217.81,Forecast
2017-02-01,Delhi,299.185,Actual
2017-02-01,Delhi,299.185,Forecast
2017-03-01,Delhi,357.37,Actual
2017-03-01,Delhi,357.37,Forecast
2017-04-01,Delhi,412.87,Actual
2017-04-01,Delhi,412.87,Forecast
2017-05-01,Delhi,379.055,Actual
2017-05-01,Delhi,379.055,Forecast
2017-06-01,Delhi,358.52,Actual
2017-06-01,Delhi,358.52,Forecast
2017-07-01,Delhi,313.20500000000004,Actual
2017-07-01,Delhi,313.20500000000004,Forecast
2017-08-01,Delhi,285.595,Actual
2017-08-01,Delhi,285.595,Forecast
2017-09-01,Delhi,293.895,Actual
2017-09-01,Delhi,293.895,Forecast
2017-10-01,Delhi,280.785,Actual
2017-10-01,Delhi,280.785,Forecast
2017-11-01,Delhi,218.32,Actual
2017-11-01,Delhi,218.32,Forecast
2017-12-01,Delhi,211.035,Actual
2017-12-01,Delhi,211.035,Forecast
2018-01-01,Delhi,233.06,Actual
2018-01-01,Delhi,233.06,Forecast
2018-02-01,Delhi,282.665,Actual
2018-02-01,Delhi,282.665,Forecast
2018-03-01,Delhi,359.70500000000004,Actual
2018-03-01,Delhi,359.70500000000004,Forecast
2018-04-01,Delhi,374.3,Actual
2018-04-01,Delhi,374.3,Forecast
2018-05-01,Delhi,378.2600000000001,Actual
2018-05-01,Delhi,378.2600000000001,Forecast
2018-06-01,Delhi,367.035,Actual
2018-06-01,Delhi,367.035,Forecast
2018-07-01,Delhi,279.545,Actual
2018-07-01,Delhi,279.545,Forecast
2018-08-01,Delhi,264.71500000000003,Actual
2018-08-01,Delhi,264.71500000000003,Forecast
2018-09-01,Delhi,284.525,Actual
2018-09-01,Delhi,284.525,Forecast
2018-10-01,Delhi,281.685,Actual
2018-10-01,Delhi,281.685,Forecast
2018-11-01,Delhi,223.445,Actual
2018-11-01,Delhi,223.445,Forecast
2018-12-01,Delhi,214.24,Actual
2018-12-01,Delhi,214.24,Forecast
2019-01-01,Delhi,220.395,Actual
2019-01-01,Delhi,220.395,Forecast
2019-02-01,Delhi,234.95,Actual
2019-02-01,Delhi,234.95,Forecast
2019-03-01,Delhi,337.22,Actual
2019-03-01,Delhi,337.22,Forecast
2019-04-01,Delhi,393.28,Actual
2019-04-01,Delhi,393.28,Forecast
2019-05-01,Delhi,423.515,Actual
2019-05-01,Delhi,423.515,Forecast
2019-06-01,Delhi,390.325,Actual
2019-06-01,Delhi,390.325,Forecast
2019-07-01,Delhi,292.08000000000004,Actual
2019-07-01,Delhi,292.08000000000004,Forecast
2019-08-01,Delhi,284.7,Actual
2019-08-01,Delhi,284.7,Forecast
2019-09-01,Delhi,264.14,Actual
2019-09-01,Delhi,264.14,Forecast
2019-10-01,Delhi,262.61,Actual
2019-10-01,Delhi,262.61,Forecast
2019-11-01,Delhi,207.50000000000003,Actual
2019-11-01,Delhi,207.50000000000003,Forecast
2019-12-01,Delhi,156.23000000000002,Actual
2019-12-01,Delhi,156.23000000000002,Forecast
2020-01-01,Delhi,200.625,Actual
2020-01-01,Delhi,200.625,Forecast
2020-02-01,Delhi,281.505,Actual
2020-02-01,Delhi,281.505,Forecast
2020-03-01,Delhi,318.215,Actual
2020-03-01,Delhi,318.215,Forecast
2020-04-01,Delhi,383.275,Actual
2020-04-01,Delhi,383.275,Forecast
2020-05-01,Delhi,402.71,Actual
2020-05-01,Delhi,402.71,Forecast
2020-06-01,Delhi,358.58,Actual
2020-06-01,Delhi,358.58,Forecast
2020-07-01,Delhi,316.01,Actual
2020-07-01,Delhi,316.01,Forecast
2020-08-01,Delhi,284.23,Actual
2020-08-01,Delhi,284.23,Forecast
2020-09-01,Delhi,316.19,Actual
2020-09-01,Delhi,316.19,Forecast
2020-10-01,Delhi,290.41,Actual
2020-10-01,Delhi,290.41,Forecast
2020-11-01,Delhi,228.66,Actual
2020-11-01,Delhi,228.66,Forecast
2020-12-01,Delhi,224.29,Actual
2020-12-01,Delhi,224.29,Forecast
2021-01-01,Delhi,192.62,Actual
2021-01-01,Delhi,192.62,Forecast
2021-02-01,Delhi,280.82,Actual
2021-02-01,Delhi,280.82,Forecast
2021-03-01,Delhi,346.79,Actual
2021-03-01,Delhi,346.79,Forecast
2021-04-01,Delhi,408.69,Actual
2021-04-01,Delhi,408.69,Forecast
2021-05-01,Delhi,360.455,Actual
2021-05-01,Delhi,360.455,Forecast
2021-06-01,Delhi,362.79,Actual
2021-06-01,Delhi,362.79,Forecast
2021-07-01,Delhi,289.89,Actual
2021-07-01,Delhi,289.89,Forecast
2021-08-01,Delhi,282.77,Actual
2021-08-01,Delhi,282.77,Forecast
2021-09-01,Delhi,269.01,Actual
2021-09-01,Delhi,269.01,Forecast
2021-10-01,Delhi,284.97,Actual
2021-10-01,Delhi,284.97,Forecast
2021-11-01,Delhi,219.0,Actual
2021-11-01,Delhi,219.0,Forecast
2021-12-01,Delhi,191.34,Actual
2021-12-01,Delhi,191.34,Forecast
2022-01-01,Delhi,173.62,Actual
2022-01-01,Delhi,173.62,Forecast
2022-02-01,Delhi,278.93,Actual
2022-02-01,Delhi,278.93,Forecast
2022-03-01,Delhi,350.45500000000004,Actual
2022-03-01,Delhi,350.45500000000004,Forecast
2022-04-01,Delhi,399.79,Actual
2022-04-01,Delhi,399.79,Forecast
2022-05-01,Delhi,377.99000000000007,Actual
2022-05-01,Delhi,377.99000000000007,Forecast
2022-06-01,Delhi,367.655,Actual
2022-06-01,Delhi,367.655,Forecast
2022-07-01,Delhi,306.35,Actual
2022-07-01,Delhi,306.35,Forecast
2022-08-01,Delhi,306.69,Actual
2022-08-01,Delhi,306.69,Forecast
2022-09-01,Delhi,280.53,Actual
2022-09-01,Delhi,280.53,Forecast
2022-10-01,Delhi,257.625,Actual
2022-10-01,Delhi,257.625,Forecast
2022-11-01,Delhi,238.39,Actual
2022-11-01,Delhi,238.39,Forecast
2022-12-01,Delhi,228.545,Actual
2022-12-01,Delhi,228.545,Forecast
2023-01-01,Delhi,194.545,Actual
2023-01-01,Delhi,194.545,Forecast
2023-02-01,Delhi,308.78,Actual
2023-02-01,Delhi,308.78,Forecast
2023-03-01,Delhi,298.805,Actual
2023-03-01,Delhi,298.805,Forecast
2023-04-01,Delhi,370.95,Actual
2023-04-01,Delhi,370.95,Forecast
2023-05-01,Delhi,383.35,Actual
2023-05-01,Delhi,383.35,Forecast
2023-06-01,Delhi,359.725,Actual
2023-06-01,Delhi,359.725,Forecast
2023-07-01,Delhi,271.88,Actual
2023-07-01,Delhi,271.88,Forecast
2023-08-01,Delhi,307.415,Actual
2023-08-01,Delhi,307.415,Forecast
2023-09-01,Delhi,302.61,Actual
2023-09-01,Delhi,302.61,Forecast
2023-10-01,Delhi,291.05,Actual
2023-10-01,Delhi,291.05,Forecast
2023-11-01,Delhi,183.53,Actual
2023-11-01,Delhi,183.53,Forecast
2023-12-01,Delhi,190.61,Actual
2023-12-01,Delhi,190.61,Forecast
2024-01-01,Delhi,151.81,Actual
2024-01-01,Delhi,151.81,Forecast
2024-02-01,Delhi,268.32,Actual
2024-02-01,Delhi,268.32,Forecast
2024-03-01,Delhi,342.48,Actual
2024-03-01,Delhi,342.48,Forecast
2024-04-01,Delhi,385.23,Actual
2024-04-01,Delhi,385.23,Forecast
2024-05-01,Delhi,417.655,Actual
2024-05-01,Delhi,417.655,Forecast
2024-06-01,Delhi,380.55,Actual
2024-06-01,Delhi,380.55,Forecast
2024-07-01,Delhi,278.105,Actual
2024-07-01,Delhi,278.105,Forecast
2024-08-01,Delhi,286.315,Actual
2024-08-01,Delhi,286.315,Forecast
2024-09-01,Delhi,253.18,Actual
2024-09-01,Delhi,253.18,Forecast
2024-10-01,Delhi,288.855,Actual
2024-10-01,Delhi,288.855,Forecast
2024-11-01,Delhi,207.375,Actual
2024-11-01,Delhi,207.375,Forecast
2024-12-01,Delhi,198.47,Actual
2024-12-01,Delhi,198.47,Forecast
2025-01-01,Delhi,197.56711250000052,Forecast
2025-02-01,Delhi,196.5699500000005,Forecast
2025-03-01,Delhi,196.81197500000053,Forecast
2025-04-01,Delhi,196.8286625000005,Forecast
2025-05-01,Delhi,196.8286625000005,Forecast
2025-06-01,Delhi,196.82866250000052,Forecast
2025-07-01,Delhi,196.8286625000005,Forecast
2025-08-01,Delhi,196.8286625000005,Forecast
2025-09-01,Delhi,196.8286625000005,Forecast
2025-10-01,Delhi,196.82866250000052,Forecast
2025-11-01,Delhi,196.82866250000052,Forecast
2025-12-01,Delhi,196.8286625000005,Forecast
2026-01-01,Delhi,196.8286625000005,Forecast
2026-02-01,Delhi,196.8286625000005,Forecast
2026-03-01,Delhi,196.8286625000005,Forecast
2026-04-01,Delhi,196.8286625000005,Forecast
2026-05-01,Delhi,196.82866250000052,Forecast
2026-06-01,Delhi,196.8286625000005,Forecast
2026-07-01,Delhi,196.82866250000052,Forecast
2026-08-01,Delhi,196.82866250000052,Forecast
2026-09-01,Delhi,196.82866250000052,Forecast
2026-10-01,Delhi,196.8286625000005,Forecast
2026-11-01,Delhi,196.82866250000052,Forecast
2026-12-01,Delhi,196.8286625000005,Forecast
2027-01-01,Delhi,196.82866250000052,Forecast
2027-02-01,Delhi,196.82866250000052,Forecast
2027-03-01,Delhi,196.82866250000052,Forecast
2027-04-01,Delhi,196.82866250000052,Forecast
2027-05-01,Delhi,196.82866250000052,Forecast
2027-06-01,Delhi,196.82866250000052,Forecast
2027-07-01,Delhi,196.8286625000005,Forecast
2027-08-01,Delhi,196.8286625000005,Forecast
2027-09-01,Delhi,196.82866250000052,Forecast
2027-10-01,Delhi,196.8286625000005,Forecast
2027-11-01,Delhi,196.8286625000005,Forecast
2027-12-01,Delhi,196.82866250000052,Forecast
2028-01-01,Delhi,196.82866250000052,Forecast
2028-02-01,Delhi,196.8286625000005,Forecast
2028-03-01,Delhi,196.8286625000005,Forecast
2028-04-01,Delhi,196.8286625000005,Forecast
2028-05-01,Delhi,196.82866250000052,Forecast
2028-06-01,Delhi,196.82866250000052,Forecast
2028-07-01,Delhi,196.8286625000005,Forecast
2028-08-01,Delhi,196.8286625000005,Forecast
2028-09-01,Delhi,196.82866250000052,Forecast
2028-10-01,Delhi,196.8286625000005,Forecast
2028-11-01,Delhi,196.82866250000052,Forecast
2028-12-01,Delhi,196.82866250000052,Forecast
2029-01-01,Delhi,196.8286625000005,Forecast
2029-02-01,Delhi,196.8286625000005,Forecast
2029-03-01,Delhi,196.8286625000005,Forecast
2029-04-01,Delhi,196.82866250000052,Forecast
2029-05-01,Delhi,196.82866250000052,Forecast
2029-06-01,Delhi,196.8286625000005,Forecast
2029-07-01,Delhi,196.8286625000005,Forecast
2029-08-01,Delhi,196.82866250000052,Forecast
2029-09-01,Delhi,196.82866250000052,Forecast
2029-10-01,Delhi,196.8286625000005,Forecast
2029-11-01,Delhi,196.82866250000052,Forecast
2029-12-01,Delhi,196.8286625000005,Forecast
2030-01-01,Delhi,196.8286625000005,Forecast
2030-02-01,Delhi,196.82866250000052,Forecast
2030-03-01,Delhi,196.8286625000005,Forecast
2030-04-01,Delhi,196.82866250000052,Forecast
2030-05-01,Delhi,196.8286625000005,Forecast
2030-06-01,Delhi,196.8286625000005,Forecast
2030-07-01,Delhi,196.82866250000052,Forecast
2030-08-01,Delhi,196.82866250000052,Forecast
2030-09-01,Delhi,196.82866250000052,Forecast
2030-10-01,Delhi,196.82866250000052,Forecast
2030-11-01,Delhi,196.8286625000005,Forecast
2030-12-01,Delhi,196.8286625000005,Forecast
2031-01-01,Delhi,196.8286625000005,Forecast
2031-02-01,Delhi,196.8286625000005,Forecast
2031-03-01,Delhi,196.82866250000052,Forecast
2031-04-01,Delhi,196.8286625000005,Forecast
2031-05-01,Delhi,196.8286625000005,Forecast
2031-06-01,Delhi,196.8286625000005,Forecast
2031-07-01,Delhi,196.8286625000005,Forecast
2031-08-01,Delhi,196.8286625000005,Forecast
2031-09-01,Delhi,196.8286625000005,Forecast
2031-10-01,Delhi,196.8286625000005,Forecast
2031-11-01,Delhi,196.8286625000005,Forecast
2031-12-01,Delhi,196.82866250000052,Forecast
2032-01-01,Delhi,196.8286625000005,Forecast
2032-02-01,Delhi,196.8286625000005,Forecast
2032-03-01,Delhi,196.82866250000052,Forecast
2032-04-01,Delhi,196.8286625000005,Forecast
2032-05-01,Delhi,196.82866250000052,Forecast
2032-06-01,Delhi,196.82866250000052,Forecast
2032-07-01,Delhi,196.82866250000052,Forecast
2032-08-01,Delhi,196.8286625000005,Forecast
2032-09-01,Delhi,196.8286625000005,Forecast
2032-10-01,Delhi,196.82866250000052,Forecast
2032-11-01,Delhi,196.8286625000005,Forecast
2032-12-01,Delhi,196.8286625000005,Forecast
2033-01-01,Delhi,196.8286625000005,Forecast
2033-02-01,Delhi,196.82866250000052,Forecast
2033-03-01,Delhi,196.8286625000005,Forecast
2033-04-01,Delhi,196.8286625000005,Forecast
2033-05-01,Delhi,196.8286625000005,Forecast
2033-06-01,Delhi,196.8286625000005,Forecast
2033-07-01,Delhi,196.82866250000052,Forecast
2033-08-01,Delhi,196.82866250000052,Forecast
2033-09-01,Delhi,196.82866250000052,Forecast
2033-10-01,Delhi,196.8286625000005,Forecast
2033-11-01,Delhi,196.8286625000005,Forecast
2033-12-01,Delhi,196.8286625000005,Forecast
2034-01-01,Delhi,196.82866250000052,Forecast
2034-02-01,Delhi,196.8286625000005,Forecast
2034-03-01,Delhi,196.8286625000005,Forecast
2034-04-01,Delhi,196.8286625000005,Forecast
2034-05-01,Delhi,196.8286625000005,Forecast
2034-06-01,Delhi,196.8286625000005,Forecast
2034-07-01,Delhi,196.8286625000005,Forecast
2034-08-01,Delhi,196.82866250000052,Forecast
2034-09-01,Delhi,196.8286625000005,Forecast
2034-10-01,Delhi,196.8286625000005,Forecast
2034-11-01,Delhi,196.8286625000005,Forecast
2034-12-01,Delhi,196.8286625000005,Forecast
2015-01-01,Gandhinagar,279.75,Actual
2015-02-01,Gandhinagar,334.59,Actual
2015-03-01,Gandhinagar,370.735,Actual
2015-04-01,Gandhinagar,416.025,Actual
